RefId,IsBadBuy
73015,0.08044981873218524
73016,0.07917451947609772
73017,0.07958344359813431
73018,0.2023430204897767
73019,0.6405111899700993
73020,0.1004289475640844
73021,0.08390608724232275
73022,0.1788012464966459
73023,0.07898831754765769
73024,0.6405111899700993
73025,0.08515384759317797
73026,0.6554291451732928
73027,0.6405111899700993
73028,0.10207668638019912
73029,0.07983332097582554
73030,0.0694190332528393
73031,0.11540764600271741
73032,0.09314207684294999
73033,0.06165401800475363
73034,0.07656813212233035
73035,0.08743144766476453
73036,0.08743144766476453
73037,0.10075670252768533
73038,0.10354812877173286
73039,0.12487806586350411
73040,0.05960285579243961
73041,0.6408382659011901
73042,0.06816755230243289
73043,0.0883275191098116
73044,0.06699369692343482
73045,0.1163937325699692
73046,0.07900128308415882
73047,0.12862094771779684
73048,0.12260766063673807
73049,0.06963573459059422
73050,0.05763363022620721
73051,0.09189490248812843
73052,0.6554291451732928
73053,0.6408382659011901
73054,0.06769989744813622
73055,0.20980536406727365
73056,0.1004289475640844
73057,0.08988824637078435
73058,0.14278135574455128
73059,0.06138747213820045
73060,0.11890442877049
73061,0.09366684443335364
73062,0.07933781481720661
73063,0.08665262938081336
73064,0.05647944604202612
73065,0.08393464991989366
73066,0.05763363022620721
73067,0.0694190332528393
73068,0.08444875540086157
73069,0.06550100130491653
73070,0.06123333707047055
73071,0.08938753023889202
73072,0.09099436273763144
73073,0.1435965600784751
73074,0.07834767197235147
73075,0.11978708920995086
73076,0.08662852805472104
73077,0.06550100130491653
73078,0.12213321192275209
73079,0.10612193429185122
73080,0.0936725651024025
73081,0.1251142448754605
73082,0.07847649943169453
73083,0.08618390347698501
73084,0.08317538632946031
73085,0.07020635907221393
73086,0.17390457445062604
73087,0.09423993573772259
73088,0.08827406111494816
73089,0.12219835356953591
73090,0.11728271171127587
73091,0.09321585252073016
73092,0.06816755230243289
73093,0.0783637272606627
73094,0.08916139347957432
73095,0.22568973324323793
73096,0.10292340177258497
73097,0.07983332097582554
73098,0.06803901483116885
73099,0.07855561437725755
73100,0.0789559142333728
73101,0.1590131136810108
73102,0.08130478229984926
