RefId,IsBadBuy
73015,0.048974616768387706
73016,0.05760468803958671
73017,0.033712643933851115
73018,0.1989663609631883
73019,0.7648511771928659
73020,0.10265073346517585
73021,0.1250133794733819
73022,0.2265893469095638
73023,0.08744213426870547
73024,0.7146587413750691
73025,0.06400362572036677
73026,0.7341710960498843
73027,0.7011194189585518
73028,0.13145456713004078
73029,0.06212233465293765
73030,0.0638125921963912
73031,0.17334051440546547
73032,0.12194865527256947
73033,0.03818371583437493
73034,0.09923875920651659
73035,0.05091264460157876
73036,0.08190250107188626
73037,0.066655251544452
73038,0.11033966451046297
73039,0.12601776131583814
73040,0.050899639379116256
73041,0.7445960898549923
73042,0.029199781974934304
73043,0.08346632901643425
73044,0.13124693201103865
73045,0.08551697565250853
73046,0.07048835887130117
73047,0.11003671888762286
73048,0.13089754045060564
73049,0.03585128371330283
73050,0.04401851112869827
73051,0.06864228739935005
73052,0.6793445165470352
73053,0.6941814659985962
73054,0.04928040328873672
73055,0.248330130825616
73056,0.13327345869295895
73057,0.0729481949906574
73058,0.14708306004661695
73059,0.07135849287054814
73060,0.10607469694054177
73061,0.08172021207944467
73062,0.06094047105725475
73063,0.07103035170061736
73064,0.034598479415615654
73065,0.07787165744267495
73066,0.05291018568176717
73067,0.12564173611591029
73068,0.12308661780701496
73069,0.08118295317464813
73070,0.03990644632696996
73071,0.09027862536169028
73072,0.09414803133580633
73073,0.14092760178730585
73074,0.05046360682061359
73075,0.09754013749253838
73076,0.0982192021591082
73077,0.06309425272615161
73078,0.1299287916418904
73079,0.07545356538642353
73080,0.11586522873651692
73081,0.15360463712986872
73082,0.0746587213085369
73083,0.07865601740492884
73084,0.08959334798360195
73085,0.04973652589481891
73086,0.1838043996999696
73087,0.10760403762851171
73088,0.10509684281310533
73089,0.11438105186908165
73090,0.10245279643070854
73091,0.1204270092888553
73092,0.04629694287718209
73093,0.045160811657302
73094,0.0907529283986767
73095,0.3179514437824371
73096,0.06264160282450701
73097,0.06996281235062969
73098,0.05019259497907151
73099,0.07014127969733734
73100,0.0559975727365693
73101,0.24997842545271148
73102,0.06366118594112768
73103,0.10590001819959324
73104,0.6263171668179782
73105,0.2239407417703793
73106,0.05991946816400718
73107,0.30789913534311614
73108,0.036452537952546125
73109,0.11589653426260668
73110,0.11000993895724848
73111,0.08268400138882463
73112,0.21717897278667042
73113,0.11337349458630504
73114,0.08066312714901412
73115,0.035558988648968066
73116,0.09914905827262341
73117,0.08431041577630521
73118,0.10277068951820334
73119,0.7395653496018627
73120,0.7017990119172776
73121,0.18136108844531876
73122,0.15969019609519253
73123,0.0539395712618024
73124,0.2459345013584104
73125,0.03788960446486569
73126,0.14331994765389605
73127,0.07821688860482102
73128,0.12271155072993035
73129,0.07935791301807694
73130,0.03019068433388221
73131,0.08229861915994999
73132,0.11416169572689722
73133,0.053113961354886684
73134,0.1607450147992961
73135,0.04795553465443058
73136,0.09762709567310511
73137,0.787777369499249
73138,0.1336595647820359
73139,0.08661681401050755
73140,0.7720946170493113
73141,0.09593004003520841
73142,0.12395152557728094
73143,0.22853221210728222
73144,0.04791332518179732
73145,0.11038508037034016
73146,0.16557058692606383
73147,0.09580557512809756
73148,0.05758355551650204
73149,0.08681328289478187
73150,0.0789417937974317
73151,0.22830791610366302
73152,0.03502071831080958
73153,0.07372714174738701
73154,0.18787702599318631
73155,0.1176117195739363
73156,0.0653023722725752
73157,0.08173211729279997
73158,0.09894346394146147
73159,0.09463732342185499
73160,0.7506052639174824
73161,0.08464835142378661
73162,0.8449612936179378
73163,0.08898686026911182
73164,0.20662135409323795
73165,0.16727922147862306
73166,0.06568706925506766
73167,0.059700288549778276
73168,0.045893273981851904
73169,0.2413560484137578
73170,0.08298820875606673
73171,0.09817521874423037
73172,0.20394019859355736
73173,0.08055393215349779
73174,0.06587969914878126
73175,0.08600885632260039
73176,0.05028944295290858
73177,0.07568861947254377
73178,0.0646208822847651
73179,0.0610613550940529
73180,0.07852085479672091
73181,0.18379204957558856
73182,0.04665314030073086
73183,0.18660407184103772
73184,0.1038165149913048
73185,0.12621670188785603
73186,0.1262214210106688
73187,0.073613104965524645
73188,0.08656889359043575
73189,0.07681737508794423
73190,0.19812473556242874
73191,0.7976304264370028
73192,0.7811245944442569
73193,0.06890828791456653
73194,0.19059719172774134
73195,0.10782912602996082
73196,0.06329508149813598
73197,0.6479503427106852
73198,0.037549133096220405
73199,0.06559867795814983
73200,0.13793269254483745
73201,0.2151940695258092
73202,0.7327936915750816
73203,0.07678416659667438
73204,0.04778796828147743
73205,0.12582008469781522
73206,0.06400234296066729
73207,0.06008332524302561
73208,0.12699921707658368
73209,0.1315169677260964
73210,0.1493858259081545
73211,0.1568751749512265
73212,0.06357072261842289
73213,0.05211002885634125
73214,0.08097336149851554
73215,0.15267097082488257
73216,0.08382953454957143
73217,0.1107579250960762
73218,0.0879936958356583
73219,0.08732986624226242
73220,0.08035623408766941
73221,0.12787527901509466
73222,0.08052986936004983
73223,0.035170035648210064
73224,0.04079780780786641
73225,0.10204725100627848
73226,0.03522721446049171
73227,0.06246570354534598
73228,0.06473978555246084
73229,0.06430712072578965
73230,0.051693318503637196
73231,0.0557396632730032
73232,0.783225018928615
73233,0.7410120730294968
73234,0.16220155622413254
73235,0.06108642989680877
73236,0.11841268853000486
73237,0.07283803125431318
73238,0.058268088829703454
73239,0.06455752790136726
73240,0.12209435894169818
73241,0.05303330248695115
73242,0.10100213427544542
73243,0.6615968353663907
73244,0.04873163171449074
73245,0.2046651472309757
73246,0.8036369841331292
73247,0.0873945423706743
73248,0.04287991046630931
73249,0.04866511191332816
73250,0.04282867478718673
73251,0.08173353581882609
73252,0.10456106411529317
73253,0.03393096142971516
73254,0.10436967437086579
73255,0.03471534994560313
73256,0.07006870562789885
73257,0.10722507096730344
73258,0.19496875831687524
73259,0.1927491374323822
73260,0.11608233726370873
73261,0.6620362638156818
73262,0.27454276631288066
73263,0.08785443920008135
73264,0.13935144048104295
73265,0.10147303776774878
73266,0.08094841835366831
73267,0.02454596891050144
73268,0.048808860844257354
73269,0.057409079691717546
73270,0.04907345736152444
73271,0.04298271777943128
73272,0.7757405743899874
73273,0.14837601535679038
73274,0.08280133436886457
73275,0.7051932076490217
73276,0.12222300802962989
73277,0.07097370671871721
73278,0.0747350986437383
73279,0.09512160007417482
73280,0.11493106706442481
73281,0.08859441306575942
73282,0.23169378184460773
73283,0.06939554241778012
73284,0.18166578033676956
73285,0.16200313166986774
73286,0.7258452766206261
73287,0.11696257609379761
73288,0.08696241579412761
73289,0.13999679531182344
73290,0.11970496955506907
73291,0.17286638270592392
73292,0.04165280293425489
73293,0.10341619560731942
73294,0.142320210608783
73295,0.7937722412898889
73296,0.1408255262560809
73297,0.22725379653073968
73298,0.05062648807125652
73299,0.16385103684727528
73300,0.0448819637984088
73301,0.08381968534745664
73302,0.1697405135160307
73303,0.09375531266478847
73304,0.06084614153324078
73305,0.6002887224862674
73306,0.8603219049361291
73307,0.03463202422734133
73308,0.1496054266613541
73309,0.10969510136303087
73310,0.18679528407667415
73311,0.14328951718235608
73312,0.21142215170564246
73313,0.07961515152178021
73314,0.10919240134859823
73315,0.09853481633271312
73316,0.7574405874567064
73317,0.058927528506436386
73318,0.14984240341368452
73319,0.08895223495578403
73320,0.06927654396102265
73321,0.04139290360200109
73322,0.0796375255843851
73323,0.10493042299586987
73324,0.6695457520727998
73325,0.6925053268562182
73326,0.7856775668855412
73327,0.07898966727096918
73328,0.0703693736891076
73329,0.05578757400385064
73330,0.10095814822400674
73331,0.11153970765502474
73332,0.07916302422829231
73333,0.193703613631865
73334,0.12934447816272962
73335,0.07709350053450686
